WE|ACTV|CROP 北方地区要抓住晴好天气完成秋收扫尾工作，做好粮食通风晾晒储藏工作，防止发芽霉变
ENV 内蒙古中部、安徽中部、江西中部、浙江西北部、福建西北部、贵州北部等地土壤缺墒
ENV 其余大部测墒区土壤墒情适宜（图4）
ENV 本周土壤过湿站点比例较上周减少2.0个百分点，较上年同期多12.9个百分点
ENV 墒情适宜站点比例较上周增加6.5个百分点，较上年同期少6.9个百分点
ENV 缺墒站点比例较上周减少4.5个百分点，较上年同期少6.0个百分点（表1）
WE 未来11-20天，西南地区东部、江南及华南南部等地累计降水量有15～25毫米，华南南部部分地区为30～50毫米，局地70～100毫米
WE 上述大部地区降水量较常年同期略偏多，各地谨防局地农田渍涝灾害
ACTV 六、农业生产建议北方地区应注意抓住有利天气，加快秋收进度，并做好通风贮存以防霉变
ACTV 因土壤湿涝导致晚播的地区可适当增加播种量，争取一播全苗
ACTV 同时，北方各地需做好设施棚圈加固和保温防寒工作
ACTV 长江流域油菜产区应利用降雨间歇及时播栽油菜
ACTV 江南地区注意抢晴收晒成熟晚稻，确保颗粒归仓
WE 受热带扰动等影响，广东沿海和海南出现大到暴雨天气，对农渔业生产有一定不利影响
WE 一、主要天气特点本周，除青藏高原气温较常年同期偏高1～6℃外，全国大部农区气温偏低1～4℃（图1）
WE 降水总体呈“北少南多”格局，黄淮西部和南部、西北地区东部、江淮、江汉、江南大部、华南大部、西南地区东部等地降水量有10～100毫米，海南和广东沿海部分地区达100～250毫米，全国其余地区降水量普遍不足10毫米或无降水（图2）
WE 西北地区东南部、黄淮南部、江淮、江汉东部和西北部、江南大部、华南沿海等地降水量较常年同期偏多5成至5倍
 全国大部农区日照接近常年或偏少，其中西北地区东南部、华北西南部、黄淮大部、江淮、江汉、江南、华南西部和北部、西南地区大部等地偏少3～9成，东北地区、华北中北部、新疆等地日照接近常年同期（图3）
CROP 二、作物生长发育状况江汉东部、江淮、江南东部及福建一季稻处于乳熟至成熟收获期
 东北地区一季稻处于收获尾声
ACTV 其余地区基本收获完毕
CROP 江南大部、华南北部晚稻处于乳熟至成熟收获阶段
CROP 华南中南部大部处于抽穗至乳熟期，部分已成熟
CROP 新疆、黄淮海地区、长江中下游地区棉花陆续停止生长，部分仍处在吐絮盛期
CROP 西北地区、华北、黄淮冬小麦处于播种出苗期，新疆局部、西北地区东部部分进入三叶期
CROP 长江流域油菜处于播种出苗期，陕西南部、四川盆地大部处于出苗至第五真叶期，部分开始移栽
ENV 三、土壤墒情分析10月20日20厘米土壤墒情监测结果表明：黑龙江北部、吉林西部和南部、辽宁东北部和南部、山西南部、河北东部、河南中北部、山东北部和西部、陕西中南部、甘肃东南部、湖北西部和中部、湖南大部、浙江东南部、福建东北部、广东中南部、云南西部和东部等地部分地区土壤过湿
ENV 内蒙古中部、江西中部、浙江西北部、福建西北部、云南南部等地土壤缺墒
ENV 其余大部测墒区土壤墒情适宜（图4）
ENV 本周土壤过湿站点比例较上周减少0.2个百分点，较上年同期多10.0个百分点
ENV 墒情适宜站点比例较上周增加1.9个百分点，较上年同期少2.4个百分点
ENV 缺墒站点比例较上周减少1.7个百分点，较上年同期少7.7个百分点（表1）
ACTV 六、农业生产建议北方农区应抢晴加快收获进度，尽快完成秋收扫尾，并做好已收粮食的晾晒、防霉和仓储工作
ACTV 墒情适宜地区抢抓有利天气，加快冬小麦播种进度
WE 一、主要天气特点本周，长江中下游及以南大部地区气温较常年同期偏低1～4℃，其余大部地区气温接近常年同期或偏高，其中内蒙古东部、东北地区中北部等地气温偏高1～4℃、局地偏高4～6℃（图1）
WE 江南东部和南部、西南地区大部、华南东部和西南部、甘肃东南部等地降水量有10～100毫米，云南局部达100～150毫米，江南东部、西南地区西部和南部、甘肃东南部、广西南部等地降水量较常年同期偏多5成至4倍
WE 全国其余地区降水量普遍不足10毫米或无降水（图2）
WE 全国大部农区日照接近常年或略偏多，仅江南中东部、华南中东部、西北地区东南部、四川盆地西部、贵州西部、云南南部等地偏少3～9成（图3）
CROP 二、作物生长发育状况江淮、江南东部及福建等地一季稻处于乳熟至成熟收获阶段
ACTV 其余地区基本收获完毕
CROP 江南大部、华南北部晚稻处于乳熟至成熟收获阶段
CROP 华南中南部处于灌浆乳熟期，部分已成熟
CROP 新疆、黄淮海地区、长江中下游地区棉花陆续停止生长，部分仍处在吐絮盛期
CROP 西北地区、华北、黄淮冬小麦处于播种出苗期、部分进入三叶至分蘖期
 江淮、江汉、西南地区大部处于播种期
CROP 长江流域油菜处于出苗至第五真叶期，陕西南部、四川盆地大部、湖南西北部等地处于移栽成活期
CROP 全国油菜一、二类苗占比分别为8%、88%
ENV 三、土壤墒情分析10月27日20厘米土壤墒情监测结果表明：黑龙江北部、吉林西部和南部、辽宁东北部、河南中部、山东北部和西部、陕西西南部、甘肃东南部、湖北西部和中部、湖南大部、浙江中南部、福建东北部、广东中南部、云南中南部和东北部等地部分地区土壤过湿
ENV 内蒙古中部、辽宁东南部局部、江西中部等地土壤缺墒
ENV 其余大部测墒区土壤墒情适宜（图4）
ENV 本周土壤过湿站点比例较上周减少3.3个百分点，较上年同期多12.2个百分点
ENV 墒情适宜站点比例较上周增加2.6个百分点，较上年同期少3.1个百分点
ENV 缺墒站点比例较上周增加0.7个百分点，较上年同期少9.1个百分点（表1）
WE 西南地区东部、江南南部、华南等地累计降水量有10～30毫米，总体利于农业生产
ACTV 六、农业生产建议北方冬麦区应抓住晴好天气抓紧整地，翻耕晾晒，抢时播种
ACTV 设施农区和牧区要密切关注天气变化，做好设施加固保温工作
ACTV 江南和华南晚稻产区要注意避开降水时段及时收晒已成熟水稻，防止发芽霉变
ACTV 西南地区、江淮、江汉等地注意抓住降雨间歇趁墒播种冬小麦，土壤偏湿田块要及时整地散墒，确保秋播顺利开展，同时各地还要做好油菜苗期田间管理
WE 预计未来10天，寒潮将影响我国，受其影响，6-8日中东部大部地区有明显大风降温，西北地区东部、华北中北部及东北地区将有大范围雨夹雪或雪，局地暴雪或大暴雪
WE 预计14日前后，还将有冷空气影响黄淮及其以北地区
WE 一、主要天气特点本周，全国大部农区气温接近常年同期或偏高1～4℃，其中内蒙古东北部以及黑龙江北部等地偏高4～6℃
WE 仅新疆西部局部、贵州中西部和北部以及广西中部等地偏低1～4℃（图1）
WE 江南中南部、华南大部、西南地区东部以及云南南部等地降水量有10～150毫米、局部达150～200毫米，新疆北部、吉林东部等地出现降雪天气，累积降水量有10～25毫米，上述大部地区降水量较常年同期偏多5成至4倍
WE 全国其余地区降水量普遍不足10毫米或无降水（图2）
 全国大部农区日照接近常年或偏少3～5成，其中江汉西部、江南大部、华南大部、西南地区东部等地偏少5～9成
 仅江淮南部以及黑龙江东部、四川南部、云南中北部等地偏多3～5成（图3）
CROP 华南南部晚稻处于乳熟至成熟收获阶段
CROP 华北、黄淮冬小麦大部处于播种出苗期，西北地区冬小麦大部进入三叶至分蘖期
CROP 江淮、江汉、西南地区大部处于播种期、部分已出苗
CROP 全国冬小麦一、二类苗占比分别为27%、73%
CROP 长江流域油菜大部处于出苗至第五真叶期，陕西南部、四川盆地大部、贵州、湖南等地处于移栽成活期
CROP 全国油菜一、二类苗占比分别为10%、87%，一类苗较上周增加2个百分点，二类苗较上周减少1个百分点
ENV 三、土壤墒情分析11月3日20厘米土壤墒情监测结果表明：黑龙江北部、辽宁东北部、河南西部、山东北部和西部、陕西西南部、甘肃东南部、湖北西部和中部、湖南大部、浙江南部、福建东北部、广东中北部、广西西北部和中部、四川盆地中西部、贵州南部、云南中南部等地部分地区土壤过湿
ENV 内蒙古中部、辽宁东南部局部、安徽南部、四川西南部等地土壤缺墒
ENV 其余大部测墒区土壤墒情适宜（图4）
ENV 本周土壤过湿站点比例较上周减少2.1个百分点，较上年同期多12.3个百分点
ENV 墒情适宜站点比例较上周增加0.9个百分点，较上年同期少1.5个百分点
ENV 缺墒站点比例较上周增加1.2个百分点，较上年同期少10.8个百分点（表1）
WE 五、近期天气趋势及关注重点预计未来10天，寒潮将影响我国，主要影响时段在6-8日，之后冷空气势力减弱
WE 受其影响，中东部大部地区有明显大风降温，西北地区东部、华北中北部及东北地区将有大范围雨夹雪或雪，局地暴雪或大暴雪
WE 预计14日前后，还将有冷空气影响黄淮及其以北地区
ACTV 设施农业和畜牧业要及时加固温棚及畜禽圈舍，采取适当保温防冻措施，加强温湿度调控，备足草饲，及时清扫棚舍积雪
ACTV 华南晚稻产区要注意避开降水时段及时收晒已成熟水稻，并做好通风储存
WE 一、主要天气特点本周，受寒潮天气影响，全国农区大部气温偏低，其中新疆和西北地区东部、内蒙古中西部、山西西部、四川盆地、重庆、贵州西北部等地偏低2～6℃，新疆北疆和东疆、甘肃西部偏低6℃以上
WE 仅内蒙古东北部、黑龙江、吉林东部、云南南部等地偏高1～4℃（图1）
WE 西北地区东部、内蒙古、华北、黄淮、东北地区等地出现大范围降雪、雨夹雪或雨转雪天气，累计降水量10～40毫米，内蒙古东南部、吉林西部、辽宁中北部、河北中部、山东北部等地50～80毫米
WE 期间，上述大部地区出现明显积雪，华北北部和东部、内蒙古中东部、东北地区中西部等地新增积雪深度10～30厘米，内蒙古东南部、吉林西部、辽宁中北部部分地区超过40～50厘米
WE 江淮、江汉、江南、华南北部周内出现10～50毫米降水，江西南部和东北部、浙江西南部、福建西北部等地50～120毫米（图2）
WE 全国农区大部日照接近常年同期或偏少，其中内蒙古中东部、东北地区大部、四川盆地东部、重庆、湖北西南部、湖南西北部和南部、广西东北部、江西南部、福建西部等地偏少3～8成，仅新疆北部偏多3～6成（图3）
CROP 华南南部晚稻处于乳熟至成熟收获阶段
CROP 华北、黄淮冬小麦基本完成播种，大部处于出苗至三叶期，部分进入分蘖期
CROP 新疆、西北地区东部冬小麦大部处于三叶至分蘖期，部分进入越冬期
CROP 江淮、江汉、西南地区大部处于播种出苗期
CROP 全国冬小麦一、二类苗占比分别为23%、77%
CROP 长江流域油菜大部处于出苗至移栽成活期
CROP 全国油菜一、二类苗占比分别为13%、86%，一类苗较上周增加3个百分点，二类苗较上周减少1个百分点
ENV 三、土壤墒情分析11月10日20厘米土壤墒情监测结果表明：全国测墒区大部土壤墒情适宜，其中黑龙江北部和东南部、吉林西部、辽宁东部、山东大部、河南北部、陕西南部、湖北西部和中部、湖南大部、江西南部、浙江南部、福建西部和东北部、广东中部、云南中南部等地部分地区土壤过湿，仅四川南部等地部分土壤缺墒（图4）
ENV 本周土壤过湿站点比例较上周增加3.0个百分点，较上年同期多18.4个百分点
ENV 墒情适宜站点比例较上周减少2.0个百分点，较上年同期少3.9个百分点
ENV 缺墒站点比例较上周减少1.0个百分点，较上年同期少14.5个百分点（表1）
 据辽宁省统计，截至11月9日该省设施农业受灾9.16万亩、压坏压塌受灾设施58291栋
WE 西北、华北、黄淮：5～8日西北地区东部、华北、黄淮等地出现大范围雨雪降温天气过程，陕西中部、山西、京津冀、山东、河南中北部等地部分地区累计降水量10～40毫米，河北中部、山东北部等局地50～78毫米
WE 华北大部和黄淮北部最大积雪深度1～20厘米
 此外，局地日光温室、塑料大棚设施损毁，设施作物遭受不同程度损失
ACTV 设施农业和畜牧业要做好温棚和畜禽圈舍的加固、保温工作，及时修复前期因大风积雪损毁设施
ACTV 华南南部等秋收尚未完成地区及时收晒成熟作物，采收成熟瓜果、蔬菜，采收后的果园做好清园及病虫防治工作
WE 20-22日、27日起，先后受冷空气影响，我国大部地区将降温，部分地区有雨雪天气
WE 一、主要天气特点本周，我国中东部大部气温接近常年或偏高1～4℃，其中内蒙古东北部、黑龙江西北部等地偏高4～6℃或6℃以上
WE 新疆中南部、青海北部、甘肃南部、陕西南部、四川盆地、重庆、贵州大部、云南东部、广西西部以及福建等地偏低1～4℃、局地偏低4～6℃（图1）
WE 全国大部农区降水稀少，降水仅集中在江南南部、华南西北部至贵州南部、云南中南部一带，累计降水量10～100毫米（图2），其中湖南南部、贵州南部、云南中南部、广西北部等地降水偏多5成至4倍
WE 全国农区大部日照接近常年同期或偏多3～5成，其中华北南部、黄淮西北部、江淮南部、江汉东部、江南北部以及陕西关中等地偏多5成至2倍
 仅西南地区东部、云南中南部以及广西西部等地偏少3～8成（图3）
CROP 华北、黄淮冬小麦大部处于出苗至三叶期，部分进入分蘖期
CROP 新疆、西北地区东部冬小麦大部处于三叶至分蘖期，部分已越冬
CROP 江淮、江汉、西南地区大部处于播种出苗期，部分处于三叶至分蘖期
CROP 全国冬小麦一、二类苗占比分别为24%、76%，一类苗较上周增加1个百分点，二类苗较上周减少1个百分点
CROP 长江流域油菜大部处于第五真叶至移栽成活期
CROP 全国油菜一、二类苗占比分别为9%、90%，一类苗较上周减少4个百分点，二类苗较上周增加4个百分点
ENV 三、土壤墒情分析11月17日20厘米土壤墒情监测结果表明：内蒙古大部土壤已封冻
ENV 黑龙江北部和东南部、吉林中西部、辽宁东部、山东大部、河南北部、陕西西南部、湖北西南部和中部、湖南大部、浙江南部、福建西部和东北部、广东中部、贵州南部、云南中南部等地部分地区土壤过湿
ENV 仅四川南部等地部分土壤缺墒
ENV 其余测墒区大部墒情适宜（图4）
ENV 本周土壤过湿站点比例较上周减少2.9个百分点，较上年同期多17.5个百分点
ENV 墒情适宜站点比例较上周增加1.6个百分点，较上年同期少1.8个百分点
ENV 缺墒站点比例较上周增加1.3个百分点，较上年同期少15.7个百分点（表1）
ACTV 设施农业和畜牧业要做好设施检修加固、棚圈保温和饲料储备工作，降雪过后及时清理积雪，防止棚舍垮塌
ACTV 同时，注意及时采收成熟瓜果、蔬菜，并做好采收后储藏工作
WE 一、主要天气特点本周，我国中东部大部地区气温接近常年或偏高1～4℃
WE 新疆大部、西南地区东部以及吉林西部、辽宁西北部、甘肃西部、广西西部等地部分地区偏低1～4℃（图1）
WE 受寒潮天气影响，东北地区东部等地周内出现强降雪天气，累积降水量有10～25毫米，其中黑龙江东北部有25～35毫米
WE 江淮南部、江南大部、华南西部、西南地区东部和南部偏东地区降水量有10～50毫米（图2）
WE 上述大部地区降水量较常年同期偏多5成至4倍，全国其余大部地区降水量不足10毫米或无降水
WE 全国农区大部日照时数接近常年同期或偏多3～5成，其中陕西南部、湖北西南部、湖南西北部、四川盆地东部、贵州中部等地部分地区偏多5成至2倍
 东北地区北部、江南东部和南部部分地区、华南中西部等地偏少3～8成（图3）
CROP 二、作物生长发育状况华北、黄淮冬小麦处于出苗至分蘖期
CROP 新疆南部、西北地区东部冬小麦大部处于三叶至分蘖期，新疆北部、甘肃陇中局部进入越冬期
CROP 江淮、江汉、西南地区大部处于出苗至三叶期，部分处于分蘖期
CROP 全国冬小麦一、二类苗占比分别为23%、77%，一类苗较上周减少1个百分点，二类苗较上周增加1个百分点
CROP 长江流域油菜大部处于第五真叶至移栽成活期
CROP 全国油菜一、二类苗占比分别为12%、86%，一类苗较上周增加3个百分点，二类苗较上周减少4个百分点
ENV 三、土壤墒情分析11月24日20厘米土壤墒情监测结果表明：内蒙古大部土壤已封冻
ENV 黑龙江中部和东北部、吉林中部、辽宁东部、陕西西南部、山东西部和北部、河南北部、湖北西部和东南部、湖南西部和南部、江西南部、浙江南部、福建西部和东北部、广东北部、贵州南部、云南中南部等地部分地区土壤过湿
ENV 仅四川南部等地部分地区土壤缺墒
ENV 其余测墒区大部墒情适宜（图4）
ENV 本周土壤过湿站点比例较上周减少2.2个百分点，较上年同期多4.9个百分点
ENV 墒情适宜站点比例较上周增加0.7个百分点，较上年同期少0.8个百分点
ENV 缺墒站点比例较上周增加1.5个百分点，较上年同期少4.1个百分点（表1）
ACTV 北方设施农业区和牧区要及时检修加固棚体，做好防风防寒工作
ACTV 此外，各地应密切关注天气变化，及时采收成熟水果并做好储运工作
ACTV 并采取覆盖或增施热性肥等措施，防范蔬菜和经济林果等遭受寒冻害
WE 仅11月28日至12月1日，内蒙古大部、东北地区先后出现大风降温降雪天气，东北地区东部出现较强降雪，部分简易温棚设施等受压受损
WE 一、主要天气特点本周，全国大部农区气温接近常年或偏高1～4℃，其中内蒙古中部偏北地区偏高4～6℃
WE 仅新疆中部和东南部、青海北部及甘肃西部部分地区偏低1～4℃（图1）
WE 周内新疆北部、东北地区中东部等地有小到中雪、部分地区降大到暴雪，黑龙江东部、吉林东部、辽宁东北部及天津、河北东南部、山东中北部等地累积降水量有5～20毫米，较常年同期偏多1～4倍
WE 全国其余大部地区降水量不足5毫米或无降水（图2）
WE 全国农区大部日照时数接近常年同期或偏多，其中新疆北部、黄淮大部、江淮、江汉、江南、华南大部和西南地区东部普遍偏多3成至2倍，仅内蒙古东北部、四川南部和云南东北部等地的部分地区偏少3～8成（图3）
CROP 二、作物生长发育状况华北大部、黄淮冬小麦处于出苗至分蘖期
CROP 新疆大部、甘肃陇中和陇东部分冬小麦进入越冬期，陕西、甘肃陇南处于三叶至分蘖期
CROP 江淮、江汉、西南地区大部处于出苗至三叶期，部分处于分蘖期
CROP 全国冬小麦一、二类苗占比分别为24%、75%，一类苗较上周增加1个百分点，二类苗较上周减少2个百分点
CROP 长江流域油菜大部处于第五真叶至移栽成活期，江西局部进入现蕾期
CROP 全国油菜一、二类苗占比分别为11%、87%，一类苗较上周减少1个百分点，二类苗较上周增加1个百分点
ENV 三、土壤墒情分析12月1日20厘米土壤墒情监测结果表明：内蒙古大部、华北北部等地土壤已封冻
ENV 黑龙江北部、吉林西部、辽宁中东部、陕西西南部、山东中北部、河南北部、湖北西部和东南部、湖南西部和南部、江西南部、浙江南部、福建西部和东北部、广东北部、云南中南部等地部分地区土壤过湿
ENV 四川南部和盆地西北部等地部分地区土壤缺墒
ENV 其余测墒区大部墒情适宜（图4）
ENV 本周土壤过湿站点比例较上周减少3.3个百分点，较上年同期多3.2个百分点
ENV 墒情适宜站点比例较上周增加0.6个百分点，较上年同期少0.6个百分点
ENV 缺墒站点比例较上周增加2.8个百分点，较上年同期少2.6个百分点（表1）
WE 预计12月6日，东北地区、华北、黄淮气温将下降4～6℃，东北地区局地降温8～10℃，东北地区东部的部分地区有小雪或雨夹雪
WE 预计未来11-20天，全国大部地区气温基本接近常年同期或偏高1～2℃
WE 本周，全国大部光热条件较好，长江流域及其以南大部平均日照时数为1981年以来同期最高
WE 预计11-12日，受冷空气影响，大部地区将出现4～8℃降温并伴有4～5级偏北风，部分地区有降雪
WE 15-17日，还将有冷空气影响我国大部
WE 一、主要天气特点本周，全国大部农区气温接近常年或偏高1～4℃，其中东北地区中西部、内蒙古中东部、华北中东部、黄淮东北部、新疆北部等地偏高4～6℃
WE 仅华南大部偏低1～4℃（图1）
WE 周内东北地区中北部、内蒙古中部和东北部、新疆北部及甘肃东部等地有小到中雪、部分地区大雪，四川盆地北部和西部等地累积降水量有1～10毫米，上述部分地区降水量较常年同期偏多3成至2倍
WE 全国其余大部地区降水量不足5毫米或无降水（图2）
WE 全国农区大部日照时数接近常年同期或偏多，其中西北地区东南部、长江流域及其以南大部偏多5成至2倍
WE 仅四川南部和云南中北部等地日照时数偏少3～8成（图3）
CROP 二、作物生长发育状况华北大部、黄淮冬小麦处于三叶至分蘖期，新疆大部、甘肃东部等地处于越冬期，江淮、江汉、西南地区大部处于出苗至分蘖期
CROP 全国冬小麦一、二类苗占比分别为21%、78%，一类苗较上周减少3个百分点，二类苗较上周增加3个百分点
CROP 长江流域油菜大部处于第五真叶至移栽成活期，江西局部进入现蕾期
CROP 全国油菜一、二类苗占比分别为9%、90%，一类苗较上周减少2个百分点，二类苗较上周增加3个百分点
ENV 三、土壤墒情分析12月8日20厘米土壤墒情监测结果表明：内蒙古大部、华北北部、西北地区大部等地土壤已封冻
ENV 黑龙江北部、辽宁东部、陕西西部、山东中北部、湖北西部、湖南西部和东南部、江西南部、浙江南部、福建西部和东北部、广东北部、云南中南部等地部分地区土壤过湿
ENV 四川南部和盆地西北部等地部分地区土壤缺墒
ENV 其余测墒区大部墒情适宜（图4）
ENV 本周土壤过湿站点比例较上周减少2.8个百分点，较上年同期多2.7个百分点
ENV 墒情适宜站点比例较上周减少0.5个百分点，较上年同期少3.5个百分点
ENV 缺墒站点比例较上周增加3.3个百分点，较上年同期多0.8个百分点（表1）
WE 预计11-12日，受冷空气影响，大部地区将出现4～8℃降温并伴有4～5级偏北风
WE 西北地区东部、华北南部、东北地区中北部、黄淮西部、江汉、西南地区东部等地将出现雨雪天气
WE 15-17日，还将有中等强度冷空气影响我国大部地区
WE 预计未来11-20天，除东北地区北部、西藏西部等地平均气温较常年同期偏低1～2℃外，全国其余大部地区气温偏高2～4℃
WE 新疆北部和西部、西北地区东部、华北大部、东北地区南部、黄淮、江淮、江汉等地累计降水量有3～10毫米
 江南、华南有15～40毫米
WE 上述地区降水量较常年同期偏多3～5成，局地偏多8成至1倍以上
ACTV 北方设施农业区和牧区要加强设施防寒保温防风工作，及时检修加固设施大棚和圈舍，清除棚膜积雪，注意温湿度调控，牧区还做好牲畜饲料调度工作
ACTV 及时采收成熟的露地蔬菜和经济林果
WE 本周，全国农区大部光照正常，中东部气温明显偏高，其中华北黄淮地区≥0℃积温为1981年以来同期第二高
WE 一、主要天气特点本周，全国大部农区气温较常年同期偏高1～4℃，其中内蒙古中东部、东北地区大部、黄淮中部、江南中部等地偏高4～7℃
WE 仅西藏西部偏低1～5℃（图1）
WE 周内全国大部农区出现1～10毫米降水（图2），内蒙古东北部、黑龙江大部、西北地区东部、华北北部、黄淮西部、西南地区东部的部分地区降水量较常年同期偏多5成至4倍，新疆北部、内蒙古东北部和东北地区中北部有5～50毫米积雪覆盖
WE 全国农区大部日照时数接近常年同期，其中华南大部偏多3～8成
 黑龙江北部、江汉大部、江南西北部和西南地区东部部分地区偏少3成以上（图3）
CROP 二、作物生长发育状况西北地区东南部、华北大部、黄淮冬小麦处于分蘖期，西北地区大部、华北北部处于越冬期，江淮、江汉、西南地区大部处于三叶至分蘖期
CROP 全国冬小麦一、二类苗占比分别为23%、77%，一类苗较上周增加2个百分点，二类苗较上周下降1个百分点
CROP 长江流域油菜大部处于第五真叶至移栽成活期，江南中西部局地进入现蕾抽薹期
CROP 全国油菜一、二类苗占比分别为7%、89%，一类苗比上周下降2个百分点，二类苗较上周下降1个百分点
ENV 三、土壤墒情分析12月15日20厘米土壤墒情监测结果表明：内蒙古大部、华北北部、西北地区大部等地土壤已封冻
ENV 黑龙江北部、辽宁东部、陕西西部、山东中北部、湖北西南部、湖南西北部和东部、江西西南部、福建东北部、广东北部、云南中南部等地部分地区土壤过湿
ENV 四川南部和盆地西北部等地部分地区土壤缺墒
ENV 其余测墒区大部墒情适宜（图4）
ENV 本周土壤过湿站点比例较上周减少1.3个百分点，较上年同期多1.9个百分点
ENV 墒情适宜站点比例较上周减少0.1个百分点，较上年同期少2.6个百分点
ENV 缺墒站点比例较上周增加1.4个百分点，较上年同期多0.7个百分点（表1）
WE 预计未来11-20天，大部气温以偏低为主，其中东北地区东部、江南等地部分地区气温偏低2～3℃，仅新疆北部、内蒙古等地平均气温较常年同期偏高1～3℃
ACTV 各地要做好设施农业和畜牧业的防冻防风工作，及时检修加固设施大棚和圈舍
ACTV 牧区还做好牲畜饲料调度和保暖工作，防范受灾
WE 一、主要天气特点本周，全国大部农区气温较常年同期偏高1～4℃，其中内蒙古西北部、河北西南部等地偏高4～7℃
WE 仅新疆中部、青海北部、西藏西部、内蒙古东北部、黑龙江等地偏低1～7℃（图1）
WE 周内东北地区中北部、内蒙古中东部和东北部、新疆北部及山东半岛等地有小到中雪、部分地区大雪或暴雪，江南东南部、华南中东部以及广西东南部等地累计降水量有10～80毫米，上述部分地区降水量较常年同期偏多5成至4倍
WE 全国其余大部地区降水量不足10毫米或无降水（图2）
WE 全国农区大部日照时数接近常年同期或偏多，其中江淮南部、江汉大部、江南西北部、西南地区东部以及陕西南部、河南中部等地偏多5成至2倍
 仅江西南部、福建西部以及广东大部偏少3成以上（图3）
CROP 二、作物生长发育状况西北地区大部、华北北部冬小麦处于越冬期，西北地区东南部、华北南部、黄淮处于分蘖期，江淮、江汉、西南地区大部处于三叶至分蘖期，局地已拔节
CROP 全国冬小麦一、二类苗占比分别为22%、78%，一类苗较上周减少1个百分点，二类苗较上周增加1个百分点
CROP 长江流域油菜大部处于第五真叶至移栽成活期，江南中西部、四川盆地、云南部分进入现蕾抽薹期
CROP 全国油菜一、二类苗占比分别为9%、87%，一类苗较上周增加2个百分点，二类苗较上周减少2个百分点
ENV 三、土壤墒情分析12月22日20厘米土壤墒情监测结果表明：内蒙古大部、东北地区中西部、华北北部、西北地区大部等地土壤已封冻
ENV 黑龙江东北部、陕西西南部、山东中北部、湖北西南部、湖南西北部和东部、江西南部、浙江中南部、福建大部、广东大部、云南西部等地部分地区土壤过湿
ENV 四川南部和盆地西北部、陕西南部、安徽西北部等地部分地区土壤缺墒
ENV 其余测墒区大部墒情适宜（图4）
ENV 本周土壤过湿站点比例较上周减少1.7个百分点，较上年同期多1.4个百分点
ENV 墒情适宜站点比例较上周减少0.5个百分点，较上年同期少2.4个百分点
ENV 缺墒站点比例较上周增加2.2个百分点，较上年同期多1.0个百分点（表1）
WE 西北、华北、黄淮：北方冬麦区气温正常或偏高2～4℃，其中华北、黄淮地区≥0℃积温为1981年以来同期第三高
WE 受台风“雷伊”影响，江南东南部、华南中东部降水量有25～80毫米，降水利于增加库塘蓄水，但对沿海农渔业生产略有不利
WE 受24-26日寒潮天气过程影响，中东部地区自北向南将先后出现大风降温天气，28日前后最低0℃线将位于华南北部至贵州南部一带，华北中南部及其以南大部地区将先后出现雨雪天气
WE 24-26日，海南岛有中到大雨、局地暴雨或大暴雨，对沿海农渔业生产略有不利（图5）
ACTV 降雨后及时清沟排水，防渍水结冰
ACTV 各地要做好设施农业和畜牧业的防冻防风工作，及时检修加固设施大棚和圈舍
ACTV 牧区还做好牲畜饲料调度和保暖工作，防范受灾
WE 周前期出现寒潮天气，中东部地区出现明显大风降温，部分地区有雨雪天气
CROP 北方大部冬小麦进入越冬期，较常年偏晚5～20天
WE 另外，低温天气还利于冻杀越冬虫卵
WE 一、主要天气特点本周，全国大部农区气温接近常年同期或偏低1～4℃，其中东北地区中北部、内蒙古西部和东北部等地偏低4～7℃
WE 仅新疆北部、云南中南部等地偏高1～4℃（图1）
WE 受12月23日至26日寒潮天气过程影响，中东部地区出现明显大风降温，大部地区最低气温达到入冬以来最低值，华北中南部、黄淮东部、西北地区东南部、江汉中西部、江南中西部、西南地区大部、华南南部等地出现雨（雪），其中江南西部、西南地区东部和云南中南部累计降水量有10～50毫米（图2），较常年同期偏多5成至4倍
WE 全国其余大部地区降水量不足5毫米或无降水
WE 江南、华南、西南地区东部以及云南南部等地日照偏少3～8成，其余大部地区日照接近常年或偏多3～8成（图3）
CROP 二、作物生长发育状况西北地区大部、华北以及黄淮大部冬小麦处于越冬期，江淮、江汉和西南地区冬小麦大部处于分蘖期，四川、云南局地拔节孕穗
CROP 全国冬小麦一、二类苗占比分别为23%、77%，一类苗较上周增加1个百分点，二类苗较上周减少1个百分点
CROP 长江流域油菜大部处于第五真叶至移栽成活期，江南中西部、四川盆地、云南部分进入现蕾抽薹期
CROP 全国油菜一、二类苗占比分别为10%、86%，一类苗较上周增加1个百分点，二类苗较上周减少1个百分点
ENV 三、土壤墒情分析12月29日20厘米土壤墒情监测结果表明：内蒙古大部、东北地区大部、华北北部、西北地区大部等地土壤已封冻
ENV 黑龙江东北部、陕西西南部、湖北西部、湖南大部、江西南部、浙江南部、福建西部和东北部、广东大部、云南西部和东南部等地部分地区土壤过湿
ENV 四川南部和盆地西北部、陕西南部、安徽西北部等地部分地区土壤缺墒
ENV 其余测墒区大部墒情适宜（图4）
ENV 本周土壤过湿站点比例较上周减少1.2个百分点，较上年同期多0.6个百分点
ENV 墒情适宜站点比例较上周减少0.4个百分点，较上年同期少2.2个百分点
